Time,Sequence,world_x_gt,world_y_gt,world_z_gt,world_x_perception,world_y_perception,world_z_perception,world_x_kf,world_y_kf,world_z_kf,d_gt,v_x_kf,v_y_kf,v_z_kf,pitch_gt,yaw_gt,pitch_perception,yaw_perception,focal_length,focus_distance,aperture,dn,df,im_u,im_v_up,im_v_center,im_v_down,cost,Jp,Jim,JDoF,Jf,focal_length_d,dn_d,df_d,relative_roll,relative_pitch,relative_yaw,relative_roll_d,relative_pitch_d,relative_yaw_d,d_d,im_u_d,im_v_up_d,im_v_center_d,im_v_down_d
13642,0,1.97943,-9.84955,-0.887659,1.99528,-9.72661,-0.83518,1.99653,-9.72689,-0.831349,4.32781,0.00117495,-0.0015074,0.0094402,-0,1.5708,-0,1.5708,35,100000,20,1.22353,-1.22653,489.378,193.327,361.512,738.248,102.277,9.05642,66.3915,0.00387117,0,35,1.20386,7.20386,-4.03494e-06,0.0128039,3.14128,0,-0,-3.14159,-1,480,180,360,-1
14042,0,1.97943,-9.84955,-0.887659,1.99254,-9.72759,-0.827857,1.99337,-9.72748,-0.828169,4.324,-0.00127395,-0.00159705,0.00956639,-0,1.5708,-0,1.5708,35,100000,20,1.22353,-1.22653,487.985,176.236,344.489,721.376,123.753,3.83519,76.1256,0.00445415,0,35,1.20243,7.20243,-1.70637e-06,0.00541462,3.14128,0,-0,-3.14159,-1,480,180,360,-1
14442,0,1.97943,-9.84955,-0.887659,1.99473,-9.7279,-0.852968,1.9949,-9.7282,-0.850124,4.29727,-5.08549e-05,-0.00162464,-0.00757678,-0,1.5708,-0,1.5708,35,100000,20,1.22353,-1.22653,487.16,164.888,334.218,713.518,334.671,5.97244,236.086,0.022977,0,35,1.1756,7.1756,-2.65991e-06,0.00844045,3.14128,0,-0,-3.14159,-1,480,180,360,-1
14832,0,1.97943,-9.84955,-0.887659,1.99653,-9.72433,-0.845426,1.99753,-9.72545,-0.844525,4.24557,0.00135939,0.000787603,-0.00276123,-0,1.5708,-0,1.5708,35,100000,20,1.22353,-1.22653,486.079,170.286,341.853,726.162,155.461,11.0911,115.161,0.105559,0,35,1.12079,7.12079,-4.94191e-06,0.0156822,3.14128,0,-0,-3.14159,-1,480,180,360,-1
15232,0,1.97943,-9.84955,-0.887659,2.00275,-9.72665,-0.845541,2.00338,-9.72769,-0.846282,4.16665,0.00485861,-0.000738196,-0.00328944,-0,1.5708,-0,1.5708,35,100000,20,1.22353,-1.22653,485.99,166.821,341.229,731.903,181.621,12.5015,131.601,0.289037,0,35,1.05352,7.05352,-5.57053e-06,0.0176772,3.14128,0,-0,-3.14159,-1,480,180,360,-1
15632,0,1.97943,-9.84955,-0.887659,1.99134,-9.722,-0.845095,1.99338,-9.72393,-0.845417,4.09041,-0.00343127,0.00224717,-0.00178102,-0,1.5708,-0,1.5708,35,100000,20,1.22353,-1.22653,480.406,167.157,345.495,744.973,281.882,15.3634,93.8287,0.674382,0,35,0.963843,6.96384,-6.84599e-06,0.0217252,3.14128,0,-0,-3.14159,-1,480,180,360,-1
16032,0,1.97943,-9.84955,-0.887659,1.99373,-9.72675,-0.836549,1.9939,-9.72684,-0.838342,4.02398,-0.00238196,-0.000114327,0.00361529,-0,1.5708,-0,1.5708,35,100000,20,1.22353,-1.22653,479.288,162.668,343.701,749.216,272.332,16.2378,141.517,1.01643,0,35,0.904717,6.90472,-7.23569e-06,0.0229621,3.14128,0,-0,-3.14159,-1,480,180,360,-1
16442,0,1.97943,-9.84955,-0.887659,1.99405,-9.7192,-0.811059,1.99455,-9.71926,-0.810119,3.9891,-0.0017137,0.00476442,0.0205915,-0,1.5708,-0,1.5708,35,100000,20,1.22353,-1.22653,478.692,170.129,353.399,763.925,95.3963,17.5927,24.4714,1.3443,0,35,0.856885,6.85688,-7.83945e-06,0.0248785,3.14128,0,-0,-3.14159,-1,480,180,360,-1
16842,0,1.97943,-9.84955,-0.887659,1.99333,-9.72013,-0.819766,1.99331,-9.71975,-0.814793,3.96538,-0.00220169,0.00347317,0.0121707,-0,1.5708,-0,1.5708,35,100000,20,1.22353,-1.22653,477.737,168.203,352.578,765.578,121.255,17.6966,48.5752,1.51921,0,35,0.833761,6.83376,-7.88577e-06,0.0250255,3.14128,0,-0,-3.14159,-1,480,180,360,-1
17242,0,1.97943,-9.84955,-0.887659,1.99435,-9.72001,-0.816066,1.99378,-9.71871,-0.814125,3.95139,-0.00136996,0.00323211,0.00992693,-0,1.5708,-0,1.5708,35,100000,20,1.22353,-1.22653,477.629,168.179,353.261,767.845,91.4946,16.9261,35.0611,1.63469,0,35,0.819219,6.81922,-7.54242e-06,0.0239357,3.14128,0,-0,-3.14159,-1,480,180,360,-1
